objectid,pghdb_sde_zoning_area,perimeter,zoning,zoning_id,zon_new,shape_leng,correctionlabel,full_zoning_type,legendtype,municode,status,globalid,created_user,created_date,last_edited_user,last_edited_date,shape_area,shape_length
246,4393599.4631256,13048.69993717,273,273,R1D-H,13048.6999372,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f1c2b769-4aba-4438-ab0d-a1440d2a347c,,,,,4393599.4631958,13048.6999372786
247,1717765.09815253,6125.11025434,274,274,AP,6125.11025434,,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,39049fb1-5fc8-4241-be1d-eeb242c1d359,,,,,1717765.09820557,6125.1102543697
248,164829.40079817,2036.68759658,277,277,LNC,2036.68759658,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,90ae02ca-693a-46c7-a47f-5e0f3bd8a70f,,,,,164829.400817871,2036.68759658071
249,51441.27745122,938.03389208,278,278,LNC,938.03389208,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,cf8d392a-7536-415c-8e7c-9cbb168c9df0,,,,,51441.2775268555,938.033892056103
250,530939.47994764,6332.07078246,280,280,H,6332.07078246,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,9f00b54c-1543-4407-8457-0e8f54361384,,,,,530939.480163574,6332.07078249358
251,73330.27228512,1231.8020213,281,281,NDI,1231.8020213,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,a021c2b2-e5d4-48a7-b4aa-e591e0da3574,,,,,73330.2723083496,1231.80202134734
252,126252.79744483,1734.57575266,282,282,LNC,1734.57575266,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,80b5db26-0eb9-4cb8-9afb-b5624fe5e610,,,,,126252.797485352,1734.57575264808
253,772319.67274352,5246.5174534,284,284,R2-VH,5246.5174534,,TWO-UNIT RESIDENTIAL VERY HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,1fc88c66-1afc-460f-8b57-278156d03be2,,,,,772319.67276001,5246.51745340242
254,1195189.71484195,6627.72090937,285,285,RM-M,6627.72090937,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f53634ff-df8f-4182-9881-acff1693ae9c,,,,,1195189.71472168,6627.72090936175
255,3106603.12061873,8221.0233166,286,286,RM-M,8221.0233166,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ecfd56c4-c6c1-4d4a-8910-5ab8cb65c7ef,,,,,3106603.12060547,8221.02331660077
256,95756.83350087,1820.22539346,287,287,R2-VH,1820.22539346,,TWO-UNIT RESIDENTIAL VERY HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,8b1fb670-c6a4-4b97-85ae-5326740c4936,,,,,95756.8334960938,1820.22539345935
257,474820.95475363,4637.42770691,288,288,R1A-M,4637.42770691,,SINGLE-UNIT ATTACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,eeadf886-97f0-4864-b9fc-74b648338bec,,,,,474820.954589844,4637.42770685728
258,1711097.07861081,12044.04211602,289,289,R2-M,12044.042116,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e4c752bb-80b2-4252-b181-d0e2850e1509,,,,,1711097.07849121,12044.0421160056
259,2096334.39429963,9578.02857356,290,290,UI,9578.02857356,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,11fe27c7-cafb-47df-95b4-ef6dfc4b6aea,,,,,2096334.39428711,9578.02857357253
260,775489.46065677,4324.40594118,293,293,R1A-M,4324.40594118,,SINGLE-UNIT ATTACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,a94cfe57-be98-4d52-8cd5-8fcd75beadd9,,,,,775489.460571289,4324.4059411788
261,1381407.53763133,10697.76132005,295,295,UI,10584.3821728,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,676cb6f9-f489-41a8-b44b-4a90dc9d678e,,,,,1381407.53759766,10697.7613200418
262,4498729.14406235,13108.39585741,296,296,R1D-L,13108.3958574,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e50c6d07-8ded-4dee-b080-21604ac8d623,,,,,4498729.14404297,13108.3958574908
263,3667929.40132905,15694.27000043,297,297,R1A-VH,15694.2700004,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,1df168b2-aea1-4387-9154-6210b7d9ae77,,,,,3667929.40151978,15694.270000379
264,160819.30167422,1934.11627413,299,299,GI,1934.11627413,,GENERAL INDUSTRIAL,General Industrial  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.06GI*,Approved,5ae05883-a6d8-434c-92e1-487a9544249f,,,,,160819.30166626,1934.11627414531
265,2114088.41149121,14558.89720606,300,300,H,14558.8972061,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,b9b33c37-e500-4df5-ba4c-3850b5d4c714,,,,,2114088.41174316,14558.8972060261
266,78108.37711166,1278.87940956,301,301,RM-M,1278.87940956,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,1b85aeea-fb6f-443f-be76-810c54d4cf40,,,,,78108.3770141602,1278.87940952417
267,45147.0804928,922.89296606,302,302,H,922.89296606,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,22f60f2d-3cc6-4ac3-bb37-df050a3cf23c,,,,,45147.0805053711,922.892966063881
268,368969.62339932,3066.45402594,303,303,R1D-H,3066.45402594,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,b8544f7c-5e01-4450-9741-fb9316f62ae4,,,,,368969.623291016,3066.45402590253
269,140580.08216881,1614.32596705,304,304,P,1614.32596705,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,594c0864-6220-4ff0-b5d3-ab31976d684a,,,,,140580.082214355,1614.32596706977
270,228936.32878535,2665.7828022,307,307,R1A-VH,2665.7828022,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,5c4f0c53-bb16-4dbe-b8ca-2164ff43bd04,,,,,228936.328796387,2665.78280220146
271,744609.10138195,6663.6779902,308,308,R1D-H,6663.6779902,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,eff2ee2e-9cd2-4bd7-8368-d7d5b003c78b,,,,,744609.101013184,6663.67799018014
272,55251.78010049,1009.79732511,323,323,R1A-VH,1009.79732511,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,06bb2297-933d-4886-98e8-1da29bbd12a5,,,,,55251.780090332,1009.79732509171
273,882284.8452799,6625.4552564,309,309,NDI,6625.4552564,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,2f005dca-0a29-4ae9-beab-0d01ed788c4e,,,,,573816.752807617,5056.88262014201
274,6227851.05431679,32720.13935431,312,312,H,32720.1393544,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,29aa8b55-ccc5-427f-bc01-4673614bceca,,,,,6227851.05413818,32720.1393542674
275,101334.22267577,1407.80837239,313,313,P,1407.80837239,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,28342034-28bd-4419-b84c-97e1a345b02c,,,,,101334.191162109,1407.80837237833
276,104388.98036864,1645.04740549,314,314,R1A-VH,1645.04740549,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,aed000a7-19ab-4ab8-8fc3-a67912cd5aca,,,,,104388.980438232,1645.04740549849
277,96629.30162765,1752.05375902,316,316,NDI,1752.05375902,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,e172e487-d895-45c7-af87-7619fff0721f,,,,,96629.3016662598,1752.05375900689
278,138440.61009643,2121.50433857,318,318,UI,2121.50433857,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,91b77dba-cfd0-4952-92bd-4e7bfda8764d,,,,,138440.610046387,2121.50433857438
279,1102570.18470686,6540.59224356,319,319,LNC,6868.73621923,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,b83af071-b8a8-4013-bf22-02137fd26751,,,,,1102570.18466187,6540.59224352584
280,123666.81136278,1955.42043005,325,325,NDI,1955.42043005,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,6823eabf-2e58-4cb9-955c-081c6bcc612f,,,,,78871.8753662109,1272.27274240616
281,63283.05923346,1440.02013128,326,326,R1A-VH,1440.02013128,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,07cb82ae-53e4-424e-ba6a-bf16f49f7733,,,,,63283.059173584,1440.02013131128
282,43347.68649278,888.81736425,328,328,LNC,888.81736425,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,053693c2-eb43-4e9f-bf5a-cd3c18ec0506,,,,,43347.6864624023,888.817364221351
283,770528.85706519,5606.01652947,329,329,R1A-VH,5606.01652947,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,34d7aa16-f8b1-4730-8aef-07efaa7820ed,,,,,695900.532897949,4751.16321030755
284,58757.9433323,1203.11263248,331,331,R2-L,1203.11263248,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,3eb78dad-90cd-48e0-a5eb-a5a9e2e2eadd,,,,,58757.943359375,1203.11263249109
285,22561.65800524,617.40435471,332,332,RP,617.40435471,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,538be226-3076-46da-91f3-94a966dbc422,,,,,22561.6578979492,617.404354718047
286,15814.33785456,532.00099149,335,335,LNC,532.00099149,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,37104ffc-eb7c-42eb-9dbf-db65169bbeff,,,,,15814.337890625,532.000991485056
287,3804112.7077418,11574.55618781,345,345,R1D-L,11574.5561878,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,2e87fda6-6631-4cd9-9c84-07f32532b2ce,,,,,3804112.70782471,11574.55618782
288,136165.23321253,2209.20713025,347,347,R1D-L,2209.20713025,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,82c95878-194c-4a73-b257-8bee3aeec2de,,,,,136165.233154297,2209.20713025063
289,30189.59046595,720.59733722,349,349,R2-L,720.59733722,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,c6a6bfdc-55e4-40ae-b1cf-eb93473c20e7,,,,,30189.5905151367,720.597337215077
290,103137.78951809,1627.69716278,351,351,RM-H,1627.69716278,,MULTI-UNIT RESIDENTIAL HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,aea9e347-2445-4c74-92c8-9494d28a3356,,,,,103137.789489746,1627.69716273078
291,69892.88746276,1128.00789607,352,352,LNC,1128.00789607,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,4c940e97-c4e3-4559-8b66-cfd0cf0f891d,,,,,69892.8874511719,1128.0078960743
292,1296403.02724588,8293.06072495,354,354,P,8293.06072495,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,9d43899f-1fb3-4c62-906e-f927ad485256,,,,,1296403.02731323,8293.0607249513
293,232611.70951462,3014.23584553,409,409,R3-M,3014.23584553,,THREE-UNIT RESIDENTIAL MODERATE DENSITY,Three-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,00c01ca8-f983-4772-b62d-d9bbbb695d72,,,,,117429.173034668,1536.76171508265
294,609415.07998814,3903.49266596,361,361,R1A-VH,3903.49266596,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,8c67ec84-f19a-4069-9c61-a9eb2b6a2e73,,,,,609415.08001709,3903.49266591306
295,125301.87440922,1550.40423646,362,362,RP,1550.40423646,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,3c500377-db41-49de-9cbc-1fa0fcbc260e,,,,,125301.874511719,1550.40423644938
296,3848974.00865269,11633.09990395,364,364,R1D-L,11905.6542273,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e1811d80-1005-472c-8e3a-efdd0888c0e4,,,,,3848974.00869751,11633.0999039858
297,2686545.34923381,12162.61468108,365,365,RM-M,12162.6146811,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,dafdec80-0333-4789-be4e-dd670f3b4bef,,,,,2686545.3493042,12162.614681044
298,1290899.61368844,7016.89353549,367,367,R1D-M,7016.89353549,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ec2e9eae-ea81-4b27-9954-c82ace6b16ba,,,,,1290899.61376953,7016.89353548653
299,1940102.7356387,10426.79607339,368,368,R2-L,10426.7960734,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,5e4d44c2-b318-45e3-b459-7bb4bb5d3661,,,,,1940102.73583984,10426.7960733719
300,121960.14310359,1508.12331131,497,497,R1D-L,1508.12331131,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,7f7d0cab-ed6a-4880-9288-a4fcccaba2d5,,,,,68354.2919921875,1582.17918729415
301,3017765.61019652,10551.76555166,369,369,RM-M,10551.7655517,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,2b0fa866-24ab-4a34-bfa4-8c971bf56718,,,,,3017765.61004639,10551.7655516002
302,680518.2107912,5382.61367598,370,370,R2-L,5382.61367598,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ec1293dc-c276-4587-974d-67748d47f1f3,,,,,680518.210571289,5382.61367600393
303,163304.1135395,1767.88274581,372,372,RM-M,1767.88274581,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,409a07e5-9452-42c3-8321-8bd14cf18f2b,,,,,163304.113525391,1767.88274581933
304,174308.34994096,2712.6461661,374,374,R1D-L,2712.6461661,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,0114b7c6-6317-4232-b61f-5b3d0e29d722,,,,,174308.349853516,2712.64616606205
305,674373.74738447,4755.21922511,377,377,R1D-L,4755.21922511,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,94fb31c8-5f63-477c-a21c-e80c87def8b1,,,,,674373.747436523,4755.21922509204
306,294213.63173536,2583.53143296,378,378,RM-M,2583.53143296,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,7d1fd973-1d87-4e03-8b90-478a85146e56,,,,,294213.631774902,2583.53143294429
307,79775.93385959,1363.97978009,381,381,LNC,1363.97978009,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,37f1ba7e-4157-431d-a97a-bc4fbbfef1d6,,,,,79775.9338989258,1363.97978009995
308,858601.22719746,6323.08072178,382,382,OPR-D,6323.08072178,,OAKLAND PUBLIC REALM DISTRICT D,Oakland Public Realm,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH908PUREDI_908.03OAPUREDI,Approved,dcb30bc2-b931-40ec-83b5-2a48854211eb,,,,,545294.925842285,4688.79376230021
309,2600632.67857367,14036.58764648,383,383,R1D-VL,14036.5876465,,SINGLE-UNIT DETACHED RESIDENTIAL VERY LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ef61aada-4173-4673-99bb-f8aea53aaf5a,,,,,2600632.67883301,14036.5876464909
310,1557042.97484248,12492.83135699,388,388,LNC,12492.831357,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,b046966c-94fc-4f9e-9473-50fdff0b32b1,,,,,1557042.97491455,12492.8313569003
311,79958.90858358,1144.21383551,389,389,RM-VH,1144.21383551,,MULTI-UNIT RESIDENTIAL VERY HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e020d9b1-3960-4017-9e5d-7f588f9cde9d,,,,,79958.9086303711,1144.21383550891
312,215245.87945236,2401.6993488,390,390,R1A-H,2401.6993488,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,df24f5e2-ce96-43ff-8387-01fb7c921c6b,,,,,215245.879455566,2401.69934882627
313,236143.78505304,2315.45394353,391,391,R2-L,2315.45394353,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,c6c154ae-a47b-48a1-b345-d4f37f51d00e,,,,,236143.78503418,2315.4539435213
